room_id,rating,city,contextualPicturesCount,lat,long,listingObjType,name,roomTypeCategory,reviewCount,canInstantBook,price,maxGuestCapacity,SYSTEM_BEACH,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_POOL,SYSTEM_TV,SYSTEM_ELEVATOR,SYSTEM_WASHER,SYSTEM_SNOWFLAKE,SYSTEM_PATIO_BALCONY,isSuperHost,isVerified,yearHosting,SYSTEM_LOCK_ON_DOOR,SYSTEM_VIEW_OCEAN,SYSTEM_PETS,SYSTEM_REFRIGERATOR,SYSTEM_BREAKFAST,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_FLOWER,SYSTEM_DRYER,SYSTEM_SURVEILLANCE,SYSTEM_VIEW_CITY,SYSTEM_VIEW_MOUNTAIN,SYSTEM_FIREPIT,SYSTEM_HAIRDRYER,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_BOAT_SAIL,SYSTEM_LUGGAGE_DROP,SYSTEM_SMOKING_ALLOWED,SYSTEM_JACUZZI,SYSTEM_EV_CHARGER,SYSTEM_FIREPLACE,SYSTEM_MAPS_RESORT,SYSTEM_TOYS,SYSTEM_SKI,SYSTEM_CALENDAR
40493182,4.77,quangninh,30,20.95258,107.02373,REGULAR,Căn hộ 2 phòng ngủ ấm cúng Tầm nhìn⭐ tuyệt đẹp ra Vịnh⭐ Neares Harbour,entire_home,26,0,574824,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
40064943,4.83,quangninh,30,20.76961,107.06405,REGULAR,"7. InnerX-Stay, Ha Long Floating Homestay",private_room,84,0,571884,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
33233157,4.91,quangninh,30,20.76873,107.06524,REGULAR,"2.InnerX-Stay, Ha Long Floating Homestay",private_room,183,0,566494,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
41479916,4.91,quangninh,30,20.77434,107.05092,REGULAR,"8. InnerX-Stay, Ha Long Floating Homestay",private_room,46,0,571884,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
681005607431395780,0.0,quangninh,7,20.769714396250126,107.02152815654705,REGULAR,Cat ba park homestay - single room 2,private_room,0,0,570589,2,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
872325269872669589,0.0,quangninh,5,20.92773,106.99043,REGULAR,ADA MOTEL - Phòng Tiêu Chuẩn,private_room,0,0,546852,2,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
762920246060825122,0.0,quangninh,7,20.86541,106.66213,REGULAR,"Căn hộ 1 ngủ rộng rãi, full đồ Vinhomes Imperia",entire_home,0,0,578883,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
30514217,4.36,quangninh,30,20.73696,107.04256,REGULAR,Cabin trên đỉnh núi M2,private_room,89,0,570589,2,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
861279501044710852,0.0,quangninh,23,20.767532946711253,107.02153399160157,REGULAR,Cat Ba Countryside Homestay for a Real Holiday,private_room,2,0,521479,4,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
933079501491577498,0.0,quangninh,15,20.8638939,106.6565633,REGULAR,A private room of an apartment,private_room,0,0,520303,2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
5731586,4.67,quangninh,13,20.94952,107.07594,REGULAR,STUDIO RIÊNG cho cặp đôi @ center of Hạ Long,entire_home,3,0,414038,3,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
41463226,0.0,quangninh,30,20.96141,107.04637,REGULAR,Phòng King với tầm nhìn ra vườn/ Bên phải Trung tâm Hạ Long.,private_room,2,0,587706,2,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,6.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
876457814430937838,0.0,quangninh,6,20.959,107.00691,REGULAR,Amoureux Ha Long Bay,private_room,0,0,549945,3,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
43406669,4.6,quangninh,3,20.84802,106.711,REPRESENTATIVE,Phòng tiêu chuẩn,private_room,5,0,541200,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
41826412,4.25,quangninh,26,20.86439,106.69117,REGULAR,Căn hộ Studio Khánh Phong PG0220 Vincom,entire_home,4,0,544589,2,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
621281615506557263,0.0,quangninh,6,20.94764,107.10624,REGULAR,Phòng ngủ đáng yêu ở thành phố Hạ Long,private_room,0,0,429083,2,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
607108181210772447,5.0,quangninh,7,20.9543,107.04384,REGULAR,Khách sạn Phương Nam,private_room,4,0,524941,4,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
31153517,4.46,quangninh,3,20.73862,107.03225,REGULAR,Cabin Núi trên M6,private_room,24,0,570589,2,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
790275223727802935,0.0,quangninh,14,20.9625,107.05282,REGULAR,Ngôi nhà hạnh phúc để bạn thư giãn,private_room,0,0,437071,16,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
22295218,4.69,quangninh,12,20.95315,107.09139,REGULAR,"Phòng rộng rãi, hướng ra làng trên đồi",private_room,29,0,496427,2,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
41480047,4.84,quangninh,30,20.77472,107.05269,REGULAR,"9. InnerX-Stay, Ha Long Floating Homestay",private_room,51,0,566494,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
861275879144545110,0.0,quangninh,23,20.76745269270024,107.02149107625733,REGULAR,Cat Ba Countryside Homestay 2,private_room,2,0,521479,4,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
25329705,4.22,quangninh,27,20.73938,107.03167,REGULAR,Cabin trên đỉnh núi M1,private_room,32,0,570589,2,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
745951286202868450,0.0,quangninh,16,20.84628,106.68847,REGULAR,Nhà 1 phòng ngủ vui vẻ ở trung tâm Hải Phòng,private_room,0,0,546135,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
903569343686468379,0.0,quangninh,5,20.959119280499998,107.0063051,REGULAR,Happy vacation,entire_home,0,0,517940,3,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
47106315,0.0,quangninh,30,20.95152,107.07674,REGULAR,Hùng Vương R402 - Khách sạn Boutique tại trung tâm Hạ Long,private_room,0,0,513530,2,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
40735273,0.0,quangninh,21,20.86374,106.6912,REGULAR,Khánh Phong Apartment PG02-20 Vincom LTT,private_room,0,0,523412,2,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
893144354371085081,0.0,quangninh,13,20.91947,106.99202,REGULAR,Mộc Trà Tuần Châu không view 302,private_room,0,0,684706,2,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
31153675,0.0,quangninh,13,20.7381,107.03298,REGULAR,Cabin Núi trên M3,private_room,0,0,570589,2,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
40311916,0.0,quangninh,12,20.83847,106.7122,REGULAR,Căn Hộ Superior,private_room,0,0,550000,2,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
798321189717818248,0.0,quangninh,26,20.8599097,106.6726417,REGULAR,Lều Vịt Sữa 3,private_room,0,0,552330,2,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
856215722633830732,0.0,quangninh,13,20.7263761,107.0525823,REGULAR,cat ba homely,private_room,0,0,510024,2,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
25445014,0.0,quangninh,14,20.95842,107.09261,REGULAR,Phòng twin quyến rũ ở trung tâm vịnh Hạ Long,private_room,2,0,472788,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
797336625412679403,0.0,quangninh,6,20.8269838,106.6842323,REGULAR,Sunrise Hotel Hải Phòng,private_room,0,0,431535,16,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
826757295417624156,0.0,quangninh,6,20.847422986559234,106.70854010019156,REGULAR,Khách sạn & Căn hộ Au79,private_room,0,0,491887,2,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
789720520403397482,0.0,quangninh,21,20.951087123089955,107.02525927814541,REGULAR,Hotel Song Ngọc hạ long,private_room,0,0,531406,16,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
53018315,0.0,quangninh,11,20.86417,106.66102,REPRESENTATIVE,Merci Apartment & Homestay No. 9 - Vinhomes Imperia,private_room,2,0,560000,2,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
681005710681680261,0.0,quangninh,10,20.769271595455304,107.02155965395325,REGULAR,Cat ba park homestay - single room - 04,private_room,0,0,570589,2,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
853537812481108143,5.0,quangninh,7,20.91781926032453,106.99102088867187,REGULAR,#1 Chuyến đi trong ngày ở Vịnh Hạ Long - Đảo Ti Top (Titov),entire_home,3,0,587478,8,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
38031371,0.0,quangninh,4,20.94903,107.07327,REGULAR,Giường đôi Cao cấp,hotel_room,0,0,570589,1,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
872324668604471456,0.0,quangninh,5,20.92635,106.99042,REGULAR,Phòng Tiêu Chuẩn - ADA MOTEL,private_room,0,0,546852,2,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
886662643770448502,0.0,quangninh,7,20.72870649902921,107.04852518972771,REGULAR,Standard room . May Hostel,private_room,0,0,509421,2,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
30113513,0.0,quangninh,30,20.97821,107.01837,REGULAR,PHÒNG RIÊNG ẤM CÚNG + SẠCH SẼ! TRUNG TÂM HẠ LONG,private_room,1,0,570589,3,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
877054068579878806,0.0,quangninh,5,20.72905,107.04205,REGULAR,Seoul Hotel And Apartment - Deluxe Room 303,private_room,0,0,440244,2,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
32270561,0.0,quangninh,9,20.72772,107.05241,REGULAR,Khách sạn Cát Bà Venus,private_room,0,0,570589,4,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
879076829911338128,0.0,quangninh,8,20.85199,106.68446,REGULAR,Homestay trung tâm thành phố,entire_home,0,0,438212,4,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
681005679802525469,0.0,quangninh,8,20.76925515488398,107.02160801917117,REGULAR,Cat ba park homestay - phòng đơn 3,private_room,0,0,570589,2,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
864051923932624320,0.0,quangninh,7,20.865822423043802,106.66750392463685,REGULAR,Merci Apartment & Homestay No.9 - Vinhomes Imperia,private_room,1,0,590000,2,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
908559347314060222,0.0,quangninh,10,20.958215970939822,107.02135856206876,REGULAR,Babylon Ha Long Hotel,private_room,0,0,448912,16,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
40619775,0.0,quangninh,10,20.9585,107.00832,REGULAR,Bin house homestay ngôi nhà của bạn,private_room,0,0,573977,4,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
771395602352867915,0.0,quangninh,5,20.87096,106.66662,REGULAR,Căn hộ xinh xắn Vinhomes Imperia,private_room,0,0,513530,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
904858687749390055,0.0,quangninh,11,20.83235,106.70543,REGULAR,Holiday Hotel,private_room,0,0,512160,2,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
920768172756181135,0.0,quangninh,11,20.9602618,107.008402,REGULAR,homestay Studio giá bình dân,private_room,0,0,584283,3,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
877061058396844670,0.0,quangninh,15,20.9561,107.00333,REGULAR,Halong And Me Ancient Town View,private_room,0,0,494011,3,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
872310628734882015,0.0,quangninh,5,20.91960935590495,106.98938136182937,REGULAR,Phòng Tiêu Chuẩn - ADA MOTEL,private_room,0,0,546852,2,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
25445220,4.33,quangninh,28,20.95764,107.09237,REGULAR,Phong cách ngư dân phòng đôi ấm cúng ở vịnh Hạ Long,private_room,3,0,496427,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
43406834,0.0,quangninh,3,20.846,106.71086,REPRESENTATIVE,Phòng studio,private_room,0,0,539000,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
868833195292495016,0.0,quangninh,24,20.846906926357867,106.70887378244355,REGULAR,Khách Sạn Nam Sơn,private_room,0,0,456471,2,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
43436338,0.0,quangninh,8,20.9718,107.76541,REGULAR,Anh Nguyễn Hotel,private_room,0,0,456471,16,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
